樹木編號,樹種名稱,樹種學名,樹胸徑寬度公尺,樹胸圍長度公尺,地址,緯度,經度,地理位置名稱,管理單位,英文名
3188,楓香,Liquidambar formosana Hance,0.6,1.9,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1589,121.5403,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3189,白桕,Sapium discolor Muell. Arg.,0.78,2.44,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1588,121.5406,公園、綠地,臺北市政府工務局公園路燈工程管理處,Taiwan Sapium
3190,楓香,Liquidambar formosana Hance,0.56,1.77,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1591,121.5402,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3191,楓香,Liquidambar formosana Hance,0.79,2.47,臺北市北投區湖山里北投區湖山路二段26號(陽明公園),25.1591,121.5402,公園、綠地,臺北市政府工務局公園路燈工程管理處,Formosan Sweet Gum
3192,白玉蘭,Michelia alba DC.,0.43,1.35,臺北市大安區錦泰里大安區杭州南路二段61巷39號旁,25.03,121.5246,其他,臺北市政府文化局,White Champak
3193,榕,Ficus microcarpa L. f.,1.12,3.5,臺北市中正區梅花里天津街9號北側,25.0476,121.5225,公園、綠地,財政部國有財產署,Banyan
3194,榕,Ficus microcarpa L. f.,0.92,2.89,臺北市中正區梅花里臺北市中正區天津街11巷6弄5號北側,25.0474,121.5232,公園、綠地,國家住宅及都市更新中心,Banyan
3195,榕,Ficus microcarpa L. f.,1.14,3.58,臺北市中正區梅花里林森北路28號,25.0475,121.5238,公園、綠地,國家住宅及都市更新中心,Banyan
3196,榕,Ficus microcarpa L. f.,0.82,2.57,臺北市北投區稻香里秀山路31號,25.1431,121.4899,私有住宅,外交部,Banyan
3197,榕,Ficus microcarpa L. f.,0.91,2.87,臺北市大安區學府里長興街63號旁,25.0164,121.5461,學校,國立臺灣大學,Banyan
3198,榕,Ficus microcarpa L. f.,0.92,2.9,臺北市大安區學府里長興街63號旁,25.0165,121.5461,學校,國立臺灣大學,Banyan
3199,榕,Ficus microcarpa L. f.,1.11,3.49,臺北市大安區學府里長興街63號旁,25.0166,121.5461,學校,國立臺灣大學,Banyan
3201,榕,Ficus microcarpa L. f.,1.8,5.66,臺北市中山區正守里長安東路一段52巷9弄2號,25.0471,121.528,其他,私人,Banyan
3202,芒果,Mangifera indica L.,1.25,3.91,臺北市文山區萬興里臺北市文山區新光路2段30號,24.9992,121.5828,郊山,臺北市立動物園,Mango
3203,榕,Ficus microcarpa L. f.,0.84,2.58,臺北市中山區朱馥里建國北路二段69號,25.0563,121.5373,學校,國立臺北大學,Banyan
3204,榕,Ficus microcarpa L. f.,0.83,2.61,臺北市北投區開明里翠雲街21號對面山坡地,25.144,121.5079,郊山,財政部國有財產署(薇閣國小代管),Banyan
3205,白千層,Melaleuca cajuputi cumingiana,0.87,2.72,臺北市信義區興隆里仁愛路4段505號,25.0411,121.5598,公園、綠地,國立國父紀念館,Cajuput Tree
3206,白千層,Melaleuca cajuputi cumingiana,0.86,2.7,臺北市信義區興隆里仁愛路4段505號,25.0395,121.5603,公園、綠地,臺北市政府工務局公園路燈工程管理處,Cajuput Tree
3207,榕,Ficus microcarpa L. f.,0.9,2.82,臺北市士林區東山里東山路與士東路352巷交叉口,25.1138,121.5393,公共場所,私人,Banyan
3208,黑板樹,Alstonia scholaris (L.) R. Brown,1.2,3.77,臺北市士林區福德里中正路435巷內側第1排中正路口數來第9株,25.093,121.5206,道路、人行道,臺北市政府工務局公園路燈工程管理處,Palimara Alstonia
3215,榕,Ficus microcarpa L. f.,1.02,3.2,臺北市士林區後港里承德路5段右側士商路口數來第7株,25.0955,121.5145,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3217,榕,Ficus microcarpa L. f.,1.31,4.11,臺北市士林區後港里承德路5段右側/階梯數來第9株,25.095,121.5147,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3219,榕,Ficus microcarpa L. f.,1.21,3.8,臺北市士林區後港里承德路5段右側/階梯數來第5株,25.0951,121.5147,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3222,榕,Ficus microcarpa L. f.,1.07,3.36,臺北市士林區後港里承德路5段右側/士林高商和平樓後方,25.0944,121.515,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3223,榕,Ficus microcarpa L. f.,1.35,4.24,臺北市士林區後港里承德路5段右側/士林高商信義樓後方,25.0945,121.5149,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3224,榕,Ficus microcarpa L. f.,0.83,2.61,臺北市士林區社新里環河北路3段右側第2排239號對面數來第3株,25.0894,121.5027,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3225,榕,Ficus microcarpa L. f.,0.86,2.7,臺北市士林區社新里環河北路3段239號對面燈桿旁,25.0894,121.5028,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3226,印度橡膠樹,Ficus elastica Roxb,1.07,3.36,臺北市士林區社新里延平北路6段273巷4號後方對面,25.0894,121.5029,道路、人行道,臺北市政府工務局公園路燈工程管理處,Indiarubber fig
3227,榕,Ficus microcarpa L. f.,0.8,2.51,臺北市士林區社新里延平北路6段左側環河北路3段口第2排第2株(社子國小對面),25.0897,121.5025,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3229,榕,Ficus microcarpa L. f.,1.07,3.36,臺北市士林區臨溪里至善路2段第2排360之1號前第1株,25.1046,121.5571,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3230,榕,Ficus microcarpa L. f.,1.52,4.77,臺北市士林區蘭興里中山北路6段士東路口對面第2排第3株,25.112,121.5258,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3231,榕,Ficus microcarpa L. f.,0.92,2.89,臺北市士林區蘭興里中山北路6段士東路口對面第2排第2株,25.112,121.5258,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3232,榕,Ficus microcarpa L. f.,1.13,3.55,臺北市士林區蘭興里中山北路6段士東路口對面第2排第1株,25.1118,121.5258,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3233,雀榕,Ficus superba var. japonica,1.84,5.78,臺北市士林區名山里雨聲街忠義街口對面,25.1045,121.5311,道路、人行道,臺北市政府工務局公園路燈工程管理處,Large-leaved Banyan
3234,榕,Ficus microcarpa L. f.,1.04,3.27,臺北市士林區臨溪里力行街故宮路15巷口第2排第1株,25.0977,121.5482,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3235,雀榕,Ficus superba var. japonica,0.89,2.79,臺北市士林區天玉里天母西路天母西路95巷口第1株,25.1189,121.5245,道路、人行道,臺北市政府工務局公園路燈工程管理處,Large-leaved Banyan
3236,榕,Ficus microcarpa L. f.,1.08,3.39,臺北市士林區天玉里天母北路62號後方(72巷),25.1218,121.5262,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3237,榕,Ficus microcarpa L. f.,1.16,3.64,臺北市士林區天玉里天母西路天母西路95巷21號前,25.1199,121.5251,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3238,印度橡膠樹,Ficus elastica Roxb,0.4,1.25,臺北市士林區天玉里天母北路66號後方(72巷),25.1222,121.5261,道路、人行道,臺北市政府工務局公園路燈工程管理處,Indiarubber fig
3240,榕,Ficus microcarpa L. f.,1.12,3.52,臺北市士林區天母里中山北路7段141巷27號對面,25.1232,121.5295,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3242,榕,Ficus microcarpa L. f.,0.91,2.86,臺北市士林區天壽里中山北路6段405巷22之1號,25.1142,121.5256,道路、人行道,臺北市政府工務局公園路燈工程管理處,Banyan
3243,黑板樹,Alstonia scholaris (L.) R. Brown,0.88,2.76,臺北市士林區天壽里中山北路6段411號旁,25.1133,121.5265,道路、人行道,臺北市政府工務局公園路燈工程管理處,Palimara Alstonia
3244,榕,Ficus microcarpa L. f.,0.97,3.05,臺北市士林區福德里大東路162號對面,25.0925,121.5252,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3245,榕,Ficus microcarpa L. f.,0.82,2.57,臺北市士林區福德里大東路160號對面,25.0925,121.5252,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3246,榕,Ficus microcarpa L. f.,1,3.14,臺北市士林區福德里大東路162號對面,25.0925,121.5252,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3247,榕,Ficus microcarpa L. f.,0.85,2.67,臺北市士林區福德里大東路162號對面,25.0925,121.5252,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3249,榕,Ficus microcarpa L. f.,0.94,2.95,臺北市士林區福林里中山北路5段378巷口往南第1株,25.0896,121.5277,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3250,樟,Cinnamomum camphora (L.) Presl,0.81,2.54,臺北市士林區舊佳里中山北路5段621號前,25.0963,121.5276,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Camphor Tree
3251,白千層,Melaleuca cajuputi cumingiana,0.81,2.54,臺北市士林區天祿里中山北路6段418號前中島,25.1136,121.5269,道路、人行道,臺北市政府工務局新建工程處、財政部國有財產署、新北市政府財政局、私人(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3252,榕,Ficus microcarpa L. f.,0.81,2.54,臺北市士林區蘭興里中山北路6段285號旁,25.1102,121.5254,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3253,白千層,Melaleuca cajuputi cumingiana,0.96,3.01,臺北市士林區蘭雅里中山北路6段158號前中島,25.1068,121.5249,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3255,白千層,Melaleuca cajuputi cumingiana,0.81,2.54,臺北市士林區蘭雅里中山北路6段164號前中島,25.107,121.525,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3256,樟,Cinnamomum camphora (L.) Presl,0.92,2.89,臺北市士林區德行里中山北路6段31號前,25.1035,121.5249,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Camphor Tree
3257,白千層,Melaleuca cajuputi cumingiana,1.11,3.49,臺北市士林區忠誠里中山北路6段忠誠路1段16巷口前中島,25.1056,121.5248,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3258,白千層,Melaleuca cajuputi cumingiana,0.83,2.61,臺北市士林區蘭雅里中山北路6段250號前中島,25.1093,121.5253,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3259,樟,Cinnamomum camphora (L.) Presl,0.88,2.76,臺北市士林區德行里中山北路6段53號前,25.1043,121.5247,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Camphor Tree
3260,白千層,Melaleuca cajuputi cumingiana,0.85,2.67,臺北市士林區蘭雅里中山北路6段258號前中島,25.1095,121.5254,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3261,白千層,Melaleuca cajuputi cumingiana,0.8,2.51,臺北市士林區蘭雅里中山北路6段258號前中島,25.109,121.5253,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3262,白千層,Melaleuca cajuputi cumingiana,0.93,2.92,臺北市士林區蘭雅里中山北路6段174之2號前中島,25.1074,121.525,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3263,白千層,Melaleuca cajuputi cumingiana,0.89,2.79,臺北市士林區蘭雅里中山北路6段168號前中島,25.1071,121.525,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3264,猢猻木,Adansonia digitata L.,0.87,2.73,臺北市士林區蘭雅里中正路承德路5段口往南槽化島,25.091,121.5159,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Baobab
3265,猢猻木,Adansonia digitata L.,1.16,3.64,臺北市士林區後港里中正路承德路5段口陽明高中對面槽化島,25.0915,121.5163,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Baobab
3266,榕,Ficus microcarpa L. f.,0.8,2.51,臺北市士林區後港里中正路523號對面槽化島,25.0909,121.517,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3267,猢猻木,Adansonia digitata L.,0.81,2.54,臺北市士林區後港里中正路承德路5段口往南槽化島,25.091,121.516,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Baobab
3268,黑板樹,Alstonia scholaris (L.) R. Brown,0.86,2.7,臺北市士林區天玉里天玉街16巷1號對面,25.1208,121.5281,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Palimara Alstonia
3269,白千層,Melaleuca cajuputi cumingiana,0.8,2.51,臺北市士林區臨溪里至善路2段270號全家便利商店對面,25.1007,121.5509,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Cajuput Tree
3270,榕,Ficus microcarpa L. f.,0.84,2.64,臺北市士林區永倫里延平北路6段258巷社中街口往南第1株,25.0918,121.5029,道路、人行道,臺北市士林區社子國民小學(臺北市政府工務局公園路燈工程管理處代管),Banyan
3271,榕,Ficus microcarpa L. f.,1.1,3.45,臺北市士林區永倫里延平北路6段東側社中街口往南第1株,25.0905,121.5015,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3272,榕,Ficus microcarpa L. f.,0.8,2.51,臺北市士林區名山里忠義街42號對面,25.1054,121.5307,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3273,美人樹, Chorisia speciosa A.St.-Hil.,0.83,2.61,臺北市士林區名山里忠義街42號對面,25.1054,121.5307,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),silk floss tree
3275,印度橡膠樹,Ficus elastica Roxb,0.8,2.51,臺北市士林區後港里承德路5段中正路口往北第1株,25.0919,121.5158,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Indiarubber fig
3276,印度橡膠樹,Ficus elastica Roxb,0.8,2.51,臺北市士林區後港里承德路5段通河東街10巷口往南第1株,25.0914,121.5156,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Indiarubber fig
3277,榕,Ficus microcarpa L. f.,1.14,3.58,臺北市士林區永倫里社中街延平北路6段口往東第1株,25.0906,121.5015,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3278,榕,Ficus microcarpa L. f.,0.9,2.83,臺北市士林區岩山里雨聲街207號前,25.1015,121.5337,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3279,榕,Ficus microcarpa L. f.,0.8,2.51,臺北市士林區承德里劍潭路91號對面,25.0828,121.52,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3280,榕,Ficus microcarpa L. f.,0.83,2.61,臺北市士林區承德里劍潭路73號對面,25.0832,121.5206,道路、人行道,臺北市政府工務局水利工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3281,榕,Ficus microcarpa L. f.,0.87,2.73,臺北市士林區承德里劍潭路80號對面,25.0829,121.5206,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
3282,榕,Ficus microcarpa L. f.,1.03,3.23,臺北市士林區承德里劍潭路73號對面,25.0833,121.5208,道路、人行道,臺北市政府工務局新建工程處(臺北市政府工務局公園路燈工程管理處代管),Banyan
